GeneSymbol,PhenotypeList,MIM_Number
SCN2A,"Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Inborn genetic diseases|Episodic ataxia, type 9;Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3",182390
ARX,"Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related|X-linked lissencephaly with abnormal genitalia;Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related;Corpus callosum agenesis-abnormal genitalia syndrome;Partington syndrome",300382
CDKL5,"Developmental and epileptic encephalopathy, 2;Angelman syndrome-like|CDKL5-related disorder",300203
MECP2,Severe neonatal-onset encephalopathy with microcephaly|not specified|not provided|X-linked intellectual disability-psychosis-macroorchidism syndrome,300005
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|Hereditary cryohydrocytosis with reduced stomatin|Encephalopathy due to GLUT1 deficiency|Childhood onset GLUT1 deficiency syndrome 2|Dystonia 9|SLC2A1-related disorder|Epilepsy, idiopathic generalized, susceptibility to, 12",138140
SCN2A,"Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Developmental and epileptic encephalopathy, 11|not provided|Complex neurodevelopmental disorder",182390
PRRT2,Episodic kinesigenic dyskinesia|Episodic kinesigenic dyskinesia and familial infantile convulsions with paroxysmal choreoathetosis,614386
SCN1A,"Developmental and epileptic encephalopathy|not provided|Inborn genetic diseases|Generalized epilepsy with febrile seizures plus, type 2",182389
SCN1A,"Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy 6B;Generalized epilepsy with febrile seizures plus, type 2;Severe myoclonic epilepsy in infancy;Migraine, familial hemiplegic, 3",182389
TSC2,Tuberous sclerosis 2|Lymphangiomyomatosis,191092
PRRT2,Episodic kinesigenic dyskinesia|not specified|Inborn genetic diseases,614386
SCN8A,"Developmental and epileptic encephalopathy|Seizures, benign familial infantile, 5;Developmental and epileptic encephalopathy, 13;Myoclonus, familial, 2",600702
TSC2,Tuberous sclerosis 2|Isolated focal cortical dysplasia type II|not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome,191092
TSC2,Tuberous sclerosis 2|Tuberous sclerosis syndrome|Hereditary cancer-predisposing syndrome|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2,191092
TBC1D24,"Caused by mutation in the TBC1 domain family, member 24;Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1|not specified",613577
STXBP1,Developmental and epileptic encephalopathy|Seizure,602926
TSC2,Tuberous sclerosis 2|Lymphangiomyomatosis;Tuberous sclerosis 2;Isolated focal cortical dysplasia type II|not specified,191092
TSC2,Tuberous sclerosis 2|Isolated focal cortical dysplasia type II|Lymphangiomyomatosis;Isolated focal cortical dysplasia type II;Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome,191092
KCNQ2,Inborn genetic diseases|Developmental and epileptic encephalopathy|not provided,602235
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|not provided|Childhood onset GLUT1 deficiency syndrome 2|Epilepsy, idiopathic generalized, susceptibility to, 12|Dystonia 9|Hereditary cryohydrocytosis with reduced stomatin|Encephalopathy due to GLUT1 deficiency",138140
PRRT2,"Episodic kinesigenic dyskinesia|not provided|Seizures, benign familial infantile, 2",614386
DEPDC5,"Familial focal epilepsy with variable foci|Epilepsy, familial focal, with variable foci 1|DEPDC5-related disorder|not specified",614191
SCN1A,"Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy 6B;Generalized epilepsy with febrile seizures plus, type 2;Severe myoclonic epilepsy in infancy;Migraine, familial hemiplegic, 3|not provided",182389
PRRT2,Episodic kinesigenic dyskinesia|PRRT2-related disorder|Inborn genetic diseases,614386
GABRA1,"Idiopathic generalized epilepsy;Epilepsy, idiopathic generalized, susceptibility to, 13;Epilepsy, childhood absence 4|Inborn genetic diseases|not provided",137160
KCNQ2,"Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7",602235
CDKL5,"Angelman syndrome-like;Developmental and epileptic encephalopathy, 2|Thyroid cancer, nonmedullary, 1",300203
SCN1A,"Developmental and epileptic encephalopathy|Severe myoclonic epilepsy in infancy;Generalized epilepsy with febrile seizures plus, type 2;Developmental and epileptic encephalopathy 6B;Migraine, familial hemiplegic, 3",182389
NPRL3,"Epilepsy, familial focal, with variable foci 3|not provided|Focal epilepsy",600928
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|not provided|Hereditary cryohydrocytosis with reduced stomatin|Childhood onset GLUT1 deficiency syndrome 2|Dystonia 9|Epilepsy, idiopathic generalized, susceptibility to, 12|Encephalopathy due to GLUT1 deficiency",138140
MECP2,"Severe neonatal-onset encephalopathy with microcephaly|Thyroid cancer, nonmedullary, 1",300005
TSC2,Tuberous sclerosis 2|not provided|not specified|Hereditary cancer-predisposing syndrome,191092
MECP2,Severe neonatal-onset encephalopathy with microcephaly|Rett syndrome|Inborn genetic diseases,300005
GABRG2,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2;Febrile seizures, familial, 8|Genetic developmental and epileptic encephalopathy",137164
ALDH7A1,Pyridoxine-dependent epilepsy|See cases,107323
MECP2,Neurodevelopmental delay|Severe neonatal-onset encephalopathy with microcephaly|Rett syndrome,300005
GABRG2,"Febrile seizures, familial, 8;EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2|not specified",137164
DEPDC5,Familial focal epilepsy with variable foci|Autosomal dominant nocturnal frontal lobe epilepsy|not provided,614191
KCNQ2,Developmental and epileptic encephalopathy|not specified|See cases,602235
SCN9A,"Generalized epilepsy with febrile seizures plus, type 7;Neuropathy, hereditary sensory and autonomic, type 2A|Lung cancer",603415
MECP2,Severe neonatal-onset encephalopathy with microcephaly|not specified,300005
ARX,"Intellectual disability, X-linked, with or without seizures, ARX-related;Developmental and epileptic encephalopathy, 1|not provided|ARX-related disorder",300382
TBC1D24,"Caused by mutation in the TBC1 domain family, member 24;Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65|Inborn genetic diseases",613577
SCN9A,"Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|Paroxysmal extreme pain disorder;Primary erythromelalgia",603415
DEPDC5,Familial focal epilepsy with variable foci|not specified|Familial cancer of breast,614191
TBC1D24,"Autosomal dominant nonsyndromic hearing loss 65;Developmental and epileptic encephalopathy, 1;Caused by mutation in the TBC1 domain family, member 24|Autosomal recessive nonsyndromic hearing loss 86",613577
TSC2,Tuberous sclerosis 2|not provided|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
DEPDC5,"Familial focal epilepsy with variable foci|Epilepsy, familial focal, with variable foci 1|Focal epilepsy",614191
SCN8A,"Developmental and epileptic encephalopathy|Seizures, benign familial infantile, 5;Myoclonus, familial, 2;Cognitive impairment with or without cerebellar ataxia;Developmental and epileptic encephalopathy, 13|Inborn genetic diseases|not specified",600702
SCN2A,"Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|not specified|not provided",182390
SCN2A,"Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|Episodic ataxia, type 9|Developmental and epileptic encephalopathy, 11",182390
TSC1,Tuberous sclerosis 1;Lymphangiomyomatosis;Isolated focal cortical dysplasia type II|Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome|not provided,605284
TBC1D24,"Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65;Caused by mutation in the TBC1 domain family, member 24|Familial infantile myoclonic epilepsy;Autosomal recessive nonsyndromic hearing loss 86;Developmental and epileptic encephalopathy, 16;Autosomal dominant nonsyndromic hearing loss 65;DOORS syndrome|Autosomal recessive nonsyndromic hearing loss 86",613577
TSC2,Tuberous sclerosis 2|not provided|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II,191092
SCN2A,"Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|not provided|Episodic ataxia, type 9;Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3",182390
SCN8A,"Developmental and epileptic encephalopathy|Cognitive impairment with or without cerebellar ataxia;Developmental and epileptic encephalopathy, 13",600702
SCN2A,"Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|Developmental and epileptic encephalopathy, 11|not provided",182390
CDKL5,"Angelman syndrome-like;Developmental and epileptic encephalopathy, 2|Angelman syndrome-like;Developmental and epileptic encephalopathy, 2;Developmental and epileptic encephalopathy, 1",300203
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|Hereditary cryohydrocytosis with reduced stomatin|Encephalopathy due to GLUT1 deficiency|Childhood onset GLUT1 deficiency syndrome 2|SLC2A1-related disorder|Dystonia 9|Epilepsy, idiopathic generalized, susceptibility to, 12",138140
TSC2,Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis|Hereditary cancer-predisposing syndrome,191092
MECP2,Severe neonatal-onset encephalopathy with microcephaly|not specified|Rett syndrome,300005
DEPDC5,Familial focal epilepsy with variable foci|Malignant tumor of urinary bladder,614191
SCN8A,"Developmental and epileptic encephalopathy|Seizures, benign familial infantile, 5;Cognitive impairment with or without cerebellar ataxia;Developmental and epileptic encephalopathy, 13;Myoclonus, familial, 2",600702
TSC1,Tuberous sclerosis 1|Ovarian serous cystadenocarcinoma,605284
CHD2,Developmental and epileptic encephalopathy 94|Autism spectrum disorder,602119
KCNQ2,"Developmental and epileptic encephalopathy|Inborn genetic diseases|Developmental and epileptic encephalopathy, 7|not provided",602235
ARX,"Intellectual disability, X-linked, with or without seizures, ARX-related;Developmental and epileptic encephalopathy, 1|ARX-related disorder",300382
SCN2A,"Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|See cases",182390
TSC2,Tuberous sclerosis 2|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis|Hereditary cancer-predisposing syndrome,191092
SCN8A,"Developmental and epileptic encephalopathy|Inborn genetic diseases|not provided|Developmental and epileptic encephalopathy, 13",600702
TSC2,Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis,191092
SCN8A,"Developmental and epileptic encephalopathy|Seizures, benign familial infantile, 5|not provided|SCN8A-related disorder|Developmental and epileptic encephalopathy, 13",600702
SCN3A,"not provided|Developmental and epileptic encephalopathy, 1",182391
TSC2,Tuberous sclerosis 2|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2,191092
SCN1A,"Developmental and epileptic encephalopathy|Severe myoclonic epilepsy in infancy;Generalized epilepsy with febrile seizures plus, type 2;Developmental and epileptic encephalopathy 6B;Migraine, familial hemiplegic, 3|not specified",182389
SCN9A,"Generalized epilepsy with febrile seizures plus, type 7;Neuropathy, hereditary sensory and autonomic, type 2A|Primary erythromelalgia",603415
PLCB1,not specified,607120
TSC2,Lymphangiomyomatosis;Tuberous sclerosis 2;Isolated focal cortical dysplasia type II,191092
SCN1A,Developmental and epileptic encephalopathy|SCN1A-related disorder|not provided,182389
FOXG1,"FOXG1-related disorder|Rett syndrome, congenital variant",164874
MECP2,Severe neonatal-onset encephalopathy with microcephaly|MECP2-related disorder|Rett syndrome,300005
MECP2,Severe neonatal-onset encephalopathy with microcephaly|See cases|MECP2-related disorder,300005
SCN9A,"Generalized epilepsy with febrile seizures plus, type 7;Neuropathy, hereditary sensory and autonomic, type 2A|Nonpapillary renal cell carcinoma",603415
NPRL3,"Epilepsy, familial focal, with variable foci 3|not specified|not provided",600928
CDKL5,"Angelman syndrome-like;Developmental and epileptic encephalopathy, 2|Inborn genetic diseases|CDKL5-related disorder|CDKL5 disorder",300203
TSC2,Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2|TSC2-related disorder,191092
SCN2A,"SCN2A-related disorder|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11",182390
STXBP1,Developmental and epileptic encephalopathy|Uterine corpus endometrial carcinoma,602926
DEPDC5,Familial focal epilepsy with variable foci|Thymoma,614191
TSC1,Tuberous sclerosis 1|Hereditary cancer-predisposing syndrome|Tuberous sclerosis 1;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis,605284
SCN1A,Inborn genetic diseases|Developmental and epileptic encephalopathy|not provided,182389
SCN9A,"Generalized epilepsy with febrile seizures plus, type 7;Neuropathy, hereditary sensory and autonomic, type 2A|not specified|not provided",603415
ARX,"Intellectual disability, X-linked, with or without seizures, ARX-related;Developmental and epileptic encephalopathy, 1|Developmental and epileptic encephalopathy, 1",300382
CDKL5,"Developmental and epileptic encephalopathy, 2;Angelman syndrome-like|not provided|Developmental and epileptic encephalopathy, 2",300203
TSC1,Tuberous sclerosis 1|Tuberous sclerosis syndrome|Tuberous sclerosis 1;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis,605284
TSC2,Tuberous sclerosis 2|Isolated focal cortical dysplasia type II;Lymphangiomyomatosis;Tuberous sclerosis 2|Tuberous sclerosis syndrome,191092
KCNQ3,not provided|KCNQ3-related disorder,602232
SCN2A,Febrile seizure (within the age range of 3 months to 6 years),182390
SCN8A,"Cognitive impairment with or without cerebellar ataxia;Developmental and epileptic encephalopathy, 13;Myoclonus, familial, 2;Seizures, benign familial infantile, 5",600702
SCN1A,"Generalized epilepsy with febrile seizures plus, type 2;Migraine, familial hemiplegic, 3;Severe myoclonic epilepsy in infancy;Developmental and epileptic encephalopathy 6B",182389
SCN1A,Severe myoclonic epilepsy in infancy;Developmental and epileptic encephalopathy 6B|not provided,182389
MECP2,"Severe neonatal-onset encephalopathy with microcephaly;Syndromic X-linked intellectual disability Lubs type;Rett syndrome;X-linked intellectual disability-psychosis-macroorchidism syndrome;Autism, susceptibility to, X-linked 3",300005
SLC6A1,not specified,137165
ALDH7A1,"Pyridoxine-dependent epilepsy|Developmental and epileptic encephalopathy, 1",107323
CDKL5,"Developmental and epileptic encephalopathy, 2|not provided|Angelman syndrome-like;Developmental and epileptic encephalopathy, 2",300203
SCN2A,"Seizures, benign familial infantile, 3|SCN2A-related disorder",182390
SCN8A,Cognitive impairment with or without cerebellar ataxia|not provided|Inborn genetic diseases,600702
SLC2A1,Dystonia 9,138140
SLC2A1,Dystonia 9|not provided|Encephalopathy due to GLUT1 deficiency,138140
TSC2,Lymphangiomyomatosis|Lymphangiomyomatosis;Tuberous sclerosis 2;Isolated focal cortical dysplasia type II,191092
KCNQ3,"not provided|Seizures, benign familial neonatal, 2|Benign neonatal seizures",602232
TSC1,See cases,605284
CHD2,See cases,602119
PRRT2,See cases|Episodic kinesigenic dyskinesia,614386
GABRG2,See cases,137164
FOXG1,See cases,164874
KCNQ2,See cases,602235
STXBP1,"See cases|Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 4",602926
KCNQ2,"Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|Inborn genetic diseases|Developmental and epileptic encephalopathy",602235
SCN2A,"not provided|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11;Episodic ataxia, type 9",182390
TSC1,Hereditary cancer-predisposing syndrome|Lymphangiomyomatosis;Tuberous sclerosis 1;Isolated focal cortical dysplasia type II,605284
TSC1,Hereditary cancer-predisposing syndrome|TSC1-related disorder|Tuberous sclerosis syndrome,605284
TSC1,Hereditary cancer-predisposing syndrome|TSC1-related disorder|Lymphangiomyomatosis;Tuberous sclerosis 1;Isolated focal cortical dysplasia type II,605284
TSC2,Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II,191092
PRRT2,"not provided|Seizures, benign familial infantile, 2",614386
PRRT2,not provided|PRRT2-related disorder,614386
SCN1A,not provided|Inborn genetic diseases|Developmental and epileptic encephalopathy|Severe myoclonic epilepsy in infancy,182389
MECP2,not provided|MECP2-related disorder,300005
SCN2A,Myoclonus,182390
SCN8A,"Cognitive impairment with or without cerebellar ataxia;Developmental and epileptic encephalopathy, 13;Seizures, benign familial infantile, 5",600702
TBC1D24,"Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome;DOORS syndrome;Developmental and epileptic encephalopathy, 16;Familial infantile myoclonic epilepsy",613577
TSC2,not provided|Isolated focal cortical dysplasia type II,191092
TSC2,not provided|Isolated focal cortical dysplasia type II;Tuberous sclerosis 2;Lymphangiomyomatosis,191092
SCN1A,"Developmental and epileptic encephalopathy, 6A|Developmental and epileptic encephalopathy",182389
SLC2A1,"Epilepsy, idiopathic generalized, susceptibility to, 12|Encephalopathy due to GLUT1 deficiency",138140
PCDH19,"Neurodevelopmental delay|Developmental and epileptic encephalopathy, 9",300460
SLC6A1,Neurodevelopmental delay,137165
CHD2,Neurodevelopmental delay,602119
MECP2,Neurodevelopmental delay,300005
MECP2,Neurodevelopmental delay|MECP2-related disorder|not provided,300005
MECP2,Neurodevelopmental delay|Rett syndrome,300005
CDKL5,CDKL5 disorder|not provided,300203
KCNQ2,Inborn genetic diseases|Developmental and epileptic encephalopathy|not provided|See cases,602235
DEPDC5,Abnormal cerebral morphology,614191
PCDH19,"Abnormal cerebral morphology|Developmental and epileptic encephalopathy, 9",300460
SCN2A,Abnormal cerebral morphology,182390
SCN3A,Seizure,182391
KCNQ2,"Seizures, benign familial neonatal, 1|Developmental and epileptic encephalopathy, 7|Complex neurodevelopmental disorder",602235
CHD2,Neurodevelopmental disorder|not provided|Developmental and epileptic encephalopathy 94|Inborn genetic diseases,602119
SCN2A,"Developmental and epileptic encephalopathy|Developmental and epileptic encephalopathy, 11",182390
CHD2,Developmental and epileptic encephalopathy,602119
MECP2,not specified|not provided,300005
CDKL5,"Developmental and epileptic encephalopathy, 1",300203
SCN8A,"Developmental and epileptic encephalopathy, 1",600702
SLC2A1,"Developmental and epileptic encephalopathy, 1",138140
SLC2A1,Epilepsy with myoclonic atonic seizures,138140
PCDH19,"Developmental and epileptic encephalopathy, 1",300460
SLC6A1,not provided|Inborn genetic diseases,137165
KCNQ3,"not provided|Seizures, benign familial neonatal, 2|Inborn genetic diseases|Benign neonatal seizures",602232
SLC2A1,"Epilepsy, idiopathic generalized, susceptibility to, 12|not provided",138140
SCN2A,"not provided|Episodic ataxia, type 9|Inborn genetic diseases",182390
SCN2A,"Lennox-Gastaut syndrome|Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11",182390
SCN2A,Epilepsy of infancy with migrating focal seizures,182390
SCN2A,benign sporadic infantile epilepsy,182390
SCN2A,unclassified developmental and epileptic encephalopathy,182390
SCN2A,Autism spectrum disorder;unclassified developmental and epileptic encephalopathy,182390
SCN2A,benign sporadic neonatal-infantile epilepsy,182390
SLC2A1,Hereditary cryohydrocytosis with reduced stomatin,138140
SLC2A1,"Hereditary cryohydrocytosis with reduced stomatin|Inborn genetic diseases|not provided|Encephalopathy due to GLUT1 deficiency|Dystonia 9|Epilepsy, idiopathic generalized, susceptibility to, 12|Childhood onset GLUT1 deficiency syndrome 2",138140
GABRG2,"Febrile seizures, familial, 8|EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2;Febrile seizures, familial, 8",137164
NPRL3,"Epilepsy, familial focal, with variable foci 3|Cervical cancer",600928
SCN1A,Developmental and epileptic encephalopathy 6B|Developmental and epileptic encephalopathy,182389
MECP2,Severe neonatal-onset encephalopathy with microcephaly|X-linked intellectual disability-psychosis-macroorchidism syndrome,300005
KCNQ2,"Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|Inborn genetic diseases|not provided",602235
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|not provided|Encephalopathy due to GLUT1 deficiency|Dystonia 9|Epilepsy, idiopathic generalized, susceptibility to, 12|Hereditary cryohydrocytosis with reduced stomatin|Childhood onset GLUT1 deficiency syndrome 2",138140
NPRL3,not specified,600928
SCN9A,"Inborn genetic diseases|Neuropathy, hereditary sensory and autonomic, type 2A;Generalized epilepsy with febrile seizures plus, type 7|not specified",603415
TBC1D24,Inborn genetic diseases,613577
SCN9A,Inborn genetic diseases,603415
DEPDC5,"Inborn genetic diseases|Familial focal epilepsy with variable foci|Epilepsy, familial focal, with variable foci 1",614191
SCN1A,Inborn genetic diseases|not provided|Developmental and epileptic encephalopathy,182389
TBC1D24,Inborn genetic diseases|not provided,613577
GABRG2,"Inborn genetic diseases|EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2;Febrile seizures, familial, 8|not provided",137164
TSC2,Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II|not provided,191092
CHD2,Inborn genetic diseases|not provided,602119
DEPDC5,Inborn genetic diseases|Familial focal epilepsy with variable foci|DEPDC5-related disorder,614191
ARX,"Inborn genetic diseases|ARX-related disorder|Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related",300382
GABRG2,"Inborn genetic diseases|Febrile seizures, familial, 8;EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2|not provided",137164
TBC1D24,"Inborn genetic diseases|Caused by mutation in the TBC1 domain family, member 24;Developmental and epileptic encephalopathy, 1;Autosomal dominant nonsyndromic hearing loss 65",613577
TSC1,Hereditary cancer-predisposing syndrome|Isolated focal cortical dysplasia type II|Tuberous sclerosis syndrome|Tuberous sclerosis 1,605284
TSC2,Hereditary cancer-predisposing syndrome|Lymphangiomyomatosis;Tuberous sclerosis 2;Isolated focal cortical dysplasia type II,191092
SCN8A,Inborn genetic diseases|not provided,600702
SCN1A,Inborn genetic diseases|Severe myoclonic epilepsy in infancy,182389
TSC1,Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome,605284
PCDH19,Inborn genetic diseases|not provided,300460
TSC1,Hereditary cancer-predisposing syndrome|TSC1-related disorder|not provided,605284
CDKL5,"Inborn genetic diseases|Angelman syndrome-like;Developmental and epileptic encephalopathy, 2",300203
CDKL5,"Inborn genetic diseases|Developmental and epileptic encephalopathy, 2;Angelman syndrome-like",300203
STXBP1,"Inborn genetic diseases|Developmental and epileptic encephalopathy, 4",602926
PRRT2,Inborn genetic diseases,614386
CDKL5,"Inborn genetic diseases|CDKL5 disorder|Developmental and epileptic encephalopathy, 2|Nonpapillary renal cell carcinoma",300203
MECP2,Inborn genetic diseases|not provided|Severe neonatal-onset encephalopathy with microcephaly,300005
SCN8A,Inborn genetic diseases|not provided|Developmental and epileptic encephalopathy,600702
SLC6A1,Inborn genetic diseases|SLC6A1-related neurodevelopmental disorder|Epilepsy with myoclonic atonic seizures,137165
SLC2A1,"Inborn genetic diseases|not specified|GLUT1 deficiency syndrome 1, autosomal recessive",138140
CDKL5,"Inborn genetic diseases|Developmental and epileptic encephalopathy, 2",300203
SCN8A,Inborn genetic diseases|Developmental and epileptic encephalopathy|not provided,600702
PCDH19,"Inborn genetic diseases|not provided|Developmental and epileptic encephalopathy, 9",300460
SCN1A,Inborn genetic diseases|Developmental and epileptic encephalopathy 6B|Developmental and epileptic encephalopathy,182389
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Tuberous sclerosis 2;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis,191092
GABRG2,"Inborn genetic diseases|Generalized epilepsy with febrile seizures plus 3;Febrile seizures, familial, 8;Developmental and epileptic encephalopathy, 74",137164
GABRG2,"Inborn genetic diseases|Febrile seizures, familial, 8",137164
SCN2A,"Inborn genetic diseases|Developmental and epileptic encephalopathy, 11;Seizures, benign familial infantile, 3|not provided",182390
KCNQ2,Inborn genetic diseases|not provided,602235
SCN2A,Inborn genetic diseases|SCN2A-related disorder,182390
KCNQ3,Inborn genetic diseases|not provided,602232
TSC2,Hereditary cancer-predisposing syndrome|Tuberous sclerosis 2|Lymphangiomyomatosis;Tuberous sclerosis 2;Isolated focal cortical dysplasia type II,191092
GABRA1,"Inborn genetic diseases|not provided|Idiopathic generalized epilepsy;Epilepsy, idiopathic generalized, susceptibility to, 13;Epilepsy, childhood absence 4",137160
MECP2,X-linked intellectual disability-psychosis-macroorchidism syndrome;Syndromic X-linked intellectual disability Lubs type,300005
GABRA1,"Epilepsy, idiopathic generalized, susceptibility to, 13;Developmental and epileptic encephalopathy, 19|not provided",137160
SCN1A,Severe myoclonic epilepsy in infancy|Developmental and epileptic encephalopathy|not provided|SCN1A-related disorder,182389
CDKL5,"Developmental and epileptic encephalopathy, 2|Rett syndrome",300203
SCN2A,Neurodevelopmental delay,182390
SCN2A,Non-syndromic intellectual disability,182390
TSC2,not provided|Tuberous sclerosis 2|not specified|Hereditary cancer-predisposing syndrome,191092
TSC2,not provided|Hereditary cancer-predisposing syndrome|Tuberous sclerosis syndrome,191092
SCN9A,"Neuropathy, hereditary sensory and autonomic, type 2A;Paroxysmal extreme pain disorder;Primary erythromelalgia;Channelopathy-associated congenital insensitivity to pain, autosomal recessive|SCN9A-related disorder",603415
ALDH7A1,Epilepsy,107323
DEPDC5,Epilepsy,614191
SLC2A1,not provided|Encephalopathy due to GLUT1 deficiency|Childhood onset GLUT1 deficiency syndrome 2,138140
CDKL5,"CDKL5 disorder|Angelman syndrome-like;Developmental and epileptic encephalopathy, 2",300203
TSC2,Tuberous sclerosis 2|Tuberous sclerosis 2;Isolated focal cortical dysplasia type II;Lymphangiomyomatosis,191092
PLCB1,"PLCB1-related disorder|Developmental and epileptic encephalopathy, 12",607120
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|Hereditary cryohydrocytosis with reduced stomatin|Encephalopathy due to GLUT1 deficiency|Childhood onset GLUT1 deficiency syndrome 2|Epilepsy, idiopathic generalized, susceptibility to, 12|not provided|Dystonia 9",138140
DEPDC5,Familial focal epilepsy with variable foci|DEPDC5-related disorder|Inborn genetic diseases,614191
ARX,"Developmental and epileptic encephalopathy, 1;Intellectual disability, X-linked, with or without seizures, ARX-related|not provided|Developmental and epileptic encephalopathy, 1",300382
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|Dystonia 9|Hereditary cryohydrocytosis with reduced stomatin|Encephalopathy due to GLUT1 deficiency|Childhood onset GLUT1 deficiency syndrome 2|not specified|Epilepsy, idiopathic generalized, susceptibility to, 12",138140
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|SLC2A1-related disorder",138140
SCN1A,"Developmental and epileptic encephalopathy|Generalized epilepsy with febrile seizures plus, type 2|Severe myoclonic epilepsy in infancy",182389
SLC2A1,"GLUT1 deficiency syndrome 1, autosomal recessive|Inborn genetic diseases",138140
CHD2,Developmental and epileptic encephalopathy 94|Malignant tumor of esophagus,602119
KCNQ2,"Developmental and epileptic encephalopathy, 7|Developmental and epileptic encephalopathy|Seizures, benign familial neonatal, 1;Developmental and epileptic encephalopathy, 7|not provided",602235
SCN2A,"Seizures, benign familial infantile, 3;Developmental and epileptic encephalopathy, 11|Inborn genetic diseases|Developmental and epileptic encephalopathy, 11|not provided",182390
FOXG1,"Rett syndrome, congenital variant|FOXG1-related disorder|Inborn genetic diseases",164874
FOXG1,"Rett syndrome, congenital variant|FOXG1-related disorder|Inborn genetic diseases|FOXG1 disorder",164874
SCN8A,"Developmental and epileptic encephalopathy|not specified|not provided|Developmental and epileptic encephalopathy, 13",600702
NPRL3,"Epilepsy, familial focal, with variable foci 3|Epilepsy, familial focal, with variable foci 1",600928
